,Area_Name,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
8985,Rowland Heights CDP,09/01/2020,2020,September,20900,2600,0.111
8986,Running Springs CDP,09/01/2020,2020,September,1700,300,0.139
8987,Sacramento city,09/01/2020,2020,September,211200,24500,0.10400000000000001
8988,St. Helena city,09/01/2020,2020,September,2700,100,0.036000000000000004
8989,Salida CDP,09/01/2020,2020,September,6300,600,0.09300000000000001
8990,Salinas city,09/01/2020,2020,September,63100,6300,0.091
8991,San Andreas CDP,09/01/2020,2020,September,1040,30,0.032
8992,San Anselmo town,09/01/2020,2020,September,6500,600,0.08900000000000001
8993,San Antonio Heights CDP,09/01/2020,2020,September,1500,0,0.027000000000000003
8994,San Ardo CDP,09/01/2020,2020,September,200,0,0.025
8995,San Bernardino city,09/01/2020,2020,September,73900,11600,0.135
8996,San Bruno city,09/01/2020,2020,September,24100,2300,0.086
8997,San Buenaventura (Ventura) city,09/01/2020,2020,September,49800,4600,0.084
8998,San Carlos city,09/01/2020,2020,September,15900,800,0.049
8999,San Clemente city,09/01/2020,2020,September,28200,2200,0.07400000000000001
9000,Sand City city,09/01/2020,2020,September,200,0,0.06
9001,San Diego city,09/01/2020,2020,September,644200,62300,0.08800000000000001
9002,San Dimas city,09/01/2020,2020,September,14800,2000,0.121
9003,San Fernando city,09/01/2020,2020,September,9700,1600,0.14300000000000002
9004,San Francisco city,09/01/2020,2020,September,517100,47500,0.084
9005,San Gabriel city,09/01/2020,2020,September,17800,3600,0.168
9006,Sanger city,09/01/2020,2020,September,10100,1200,0.10300000000000001
9007,San Jacinto city,09/01/2020,2020,September,16500,2400,0.124
9008,San Joaquin city,09/01/2020,2020,September,1400,300,0.165
9009,San Jose city,09/01/2020,2020,September,501100,44900,0.08199999999999999
9010,San Juan Bautista city,09/01/2020,2020,September,900,0,0.05
9011,San Juan Capistrano city,09/01/2020,2020,September,15300,1200,0.073
9012,San Leandro city,09/01/2020,2020,September,40200,5300,0.11699999999999999
9013,San Lorenzo CDP,09/01/2020,2020,September,11100,1200,0.09699999999999999
9014,San Lucas CDP,09/01/2020,2020,September,100,0,0.153
9015,San Luis Obispo city,09/01/2020,2020,September,21900,1700,0.07
9016,San Marcos city,09/01/2020,2020,September,38100,3300,0.081
9017,San Marino city,09/01/2020,2020,September,4700,400,0.083
9018,San Martin CDP,09/01/2020,2020,September,3500,200,0.061
9019,San Mateo city,09/01/2020,2020,September,58300,3800,0.062
9020,San Miguel CDP,09/01/2020,2020,September,1100,200,0.14800000000000002
9021,San Pablo city,09/01/2020,2020,September,12000,1700,0.124
9022,San Rafael city,09/01/2020,2020,September,29000,2100,0.066
9023,San Ramon city,09/01/2020,2020,September,34600,2500,0.068
9024,Santa Ana city,09/01/2020,2020,September,139300,14400,0.094
9025,Santa Barbara city,09/01/2020,2020,September,46100,3600,0.07200000000000001
9026,Santa Clara city,09/01/2020,2020,September,65000,4200,0.06
9027,Santa Clarita city,09/01/2020,2020,September,93300,14700,0.136
9028,Santa Cruz city,09/01/2020,2020,September,28100,2400,0.079
9029,Santa Fe Springs city,09/01/2020,2020,September,6900,700,0.094
9030,Santa Maria city,09/01/2020,2020,September,43600,3700,0.078
9031,Santa Monica city,09/01/2020,2020,September,46500,6100,0.11599999999999999
9032,Santa Paula city,09/01/2020,2020,September,11700,1100,0.08900000000000001
9033,Santa Rosa city,09/01/2020,2020,September,81100,6800,0.078
9034,Santa Ynez CDP,09/01/2020,2020,September,2000,200,0.079
9035,Santee city,09/01/2020,2020,September,26300,2200,0.076
9036,Saratoga city,09/01/2020,2020,September,13400,700,0.046
9037,Sausalito city,09/01/2020,2020,September,4000,300,0.066
9038,Scotts Valley city,09/01/2020,2020,September,5100,300,0.047
9039,Seal Beach city,09/01/2020,2020,September,8800,800,0.083
9040,Searles Valley CDP,09/01/2020,2020,September,500,100,0.182
9041,Seaside city,09/01/2020,2020,September,14500,1800,0.11199999999999999
9042,Sebastopol city,09/01/2020,2020,September,3500,500,0.122
9043,Selma city,09/01/2020,2020,September,9800,800,0.078
9044,Shafter city,09/01/2020,2020,September,6100,1200,0.171
9045,Shandon CDP,09/01/2020,2020,September,500,0,0.084
9046,Shasta Lake city,09/01/2020,2020,September,3900,400,0.094
9047,Shaver Lake CDP,09/01/2020,2020,September,300,0,0.011000000000000001
9048,Shingle Springs CDP,09/01/2020,2020,September,1700,0,0.019
9049,Shingletown CDP,09/01/2020,2020,September,700,100,0.102
9050,Shoshone CDP,09/01/2020,2020,September,10,0,0.0
9051,Sierra Madre city,09/01/2020,2020,September,4600,800,0.152
9052,Signal Hill city,09/01/2020,2020,September,5300,900,0.141
9053,Simi Valley city,09/01/2020,2020,September,59900,5500,0.085
9054,Solana Beach city,09/01/2020,2020,September,6300,300,0.05
9055,Soledad city,09/01/2020,2020,September,6200,600,0.09300000000000001
9056,Solvang city,09/01/2020,2020,September,2800,100,0.043
9057,Sonoma city,09/01/2020,2020,September,5000,300,0.059000000000000004
9058,Sonora city,09/01/2020,2020,September,1610,160,0.092
9059,Soquel CDP,09/01/2020,2020,September,4900,300,0.064
9060,Soulsbyville CDP,09/01/2020,2020,September,930,90,0.08900000000000001
9061,South Dos Palos CDP,09/01/2020,2020,September,600,200,0.213
9062,South El Monte city,09/01/2020,2020,September,7700,1300,0.147
9063,South Gate city,09/01/2020,2020,September,35000,6600,0.159
9064,South Lake Tahoe city,09/01/2020,2020,September,11300,1000,0.084
9065,South Oroville CDP,09/01/2020,2020,September,1000,100,0.08199999999999999
9066,South Pasadena city,09/01/2020,2020,September,12400,1600,0.113
9067,South San Francisco city,09/01/2020,2020,September,35400,3800,0.09699999999999999
9068,South San Gabriel CDP,09/01/2020,2020,September,3200,600,0.16
9069,South San Jose Hills CDP,09/01/2020,2020,September,7700,1900,0.201
9070,South Taft CDP,09/01/2020,2020,September,400,200,0.271
9071,South Whittier CDP,09/01/2020,2020,September,23000,3400,0.13
9072,Spreckels CDP,09/01/2020,2020,September,200,0,0.0
9073,Spring Garden CDP,09/01/2020,2020,September,0,0,0.0
9074,Spring Valley CDP,09/01/2020,2020,September,12800,1800,0.124
9075,Springville CDP,09/01/2020,2020,September,200,0,0.06
9076,Squaw Valley CDP,09/01/2020,2020,September,1300,100,0.087
9077,Squirrel Mountain Valley CDP,09/01/2020,2020,September,200,100,0.287
9078,Stallion Springs CDP,09/01/2020,2020,September,800,200,0.196
9079,Stanton city,09/01/2020,2020,September,16300,2100,0.115
9080,Stockton city,09/01/2020,2020,September,113200,17100,0.131
9081,Stratford CDP,09/01/2020,2020,September,300,0,0.135
9082,Strathmore CDP,09/01/2020,2020,September,900,300,0.237
9083,Suisun City city,09/01/2020,2020,September,12600,1400,0.099
9084,Summerland CDP,09/01/2020,2020,September,300,0,0.075
9085,Sunnyside Tahoe City CDP,09/01/2020,2020,September,600,100,0.10800000000000001
9086,Sunnyvale city,09/01/2020,2020,September,79900,4300,0.051
9087,Sunol CDP,09/01/2020,2020,September,400,0,0.08800000000000001
9088,Susanville city,09/01/2020,2020,September,2700,170,0.06
9089,Sutter CDP,09/01/2020,2020,September,1200,100,0.077
9090,Sutter Creek city,09/01/2020,2020,September,930,40,0.045
9091,Taft city,09/01/2020,2020,September,2600,200,0.08
9092,Taft Heights CDP,09/01/2020,2020,September,900,100,0.11599999999999999
9093,Taft Mosswood CDP,09/01/2020,2020,September,300,0,0.12
9094,Tahoe Vista CDP,09/01/2020,2020,September,700,0,0.013999999999999999
9095,Tamalpais Homestead Valley CDP,09/01/2020,2020,September,5600,500,0.083
9096,Tara Hills CDP,09/01/2020,2020,September,2400,300,0.096
9097,Taylorsville CDP,09/01/2020,2020,September,30,30,0.5
9098,Tecopa CDP,09/01/2020,2020,September,20,20,0.511
9099,Tehachapi city,09/01/2020,2020,September,3200,300,0.083
9100,Tehama city,09/01/2020,2020,September,160,20,0.086
9101,Temecula city,09/01/2020,2020,September,49200,4700,0.08800000000000001
9102,Temple City city,09/01/2020,2020,September,15200,2900,0.16
9103,Templeton CDP,09/01/2020,2020,September,3500,100,0.034
9104,Terra Bella CDP,09/01/2020,2020,September,1100,500,0.292
9105,Thermalito CDP,09/01/2020,2020,September,1900,300,0.135
9106,Thousand Oaks city,09/01/2020,2020,September,57500,4900,0.079
9107,Thousand Palms CDP,09/01/2020,2020,September,2600,200,0.07400000000000001
9108,Three Rivers CDP,09/01/2020,2020,September,1000,100,0.075
9109,Tipton CDP,09/01/2020,2020,September,1000,300,0.21600000000000003
9110,Tobin CDP,09/01/2020,2020,September,0,0,0.0
9111,Tomales CDP,09/01/2020,2020,September,200,0,0.0
9112,Toro Canyon CDP,09/01/2020,2020,September,700,0,0.026000000000000002
9113,Torrance city,09/01/2020,2020,September,64900,8900,0.12
9114,Tracy city,09/01/2020,2020,September,39100,4600,0.106
9115,Tranquillity CDP,09/01/2020,2020,September,300,0,0.0
9116,Traver CDP,09/01/2020,2020,September,200,0,0.066
9117,Trinidad city,09/01/2020,2020,September,100,0,0.053
9118,Truckee town,09/01/2020,2020,September,9130,540,0.055999999999999994
9119,Tulare city,09/01/2020,2020,September,23800,3200,0.11800000000000001
9120,Tuolumne City CDP,09/01/2020,2020,September,500,0,0.0
9121,Tupman CDP,09/01/2020,2020,September,0,0,0.273
9122,Turlock city,09/01/2020,2020,September,30000,3000,0.091
9123,Tustin city,09/01/2020,2020,September,37800,3400,0.083
9124,Twain CDP,09/01/2020,2020,September,0,0,0.0
9125,Twain Harte CDP,09/01/2020,2020,September,930,70,0.066
9126,Twentynine Palms city,09/01/2020,2020,September,6100,700,0.10300000000000001
9127,Twin Lakes CDP,09/01/2020,2020,September,2300,200,0.065
9128,Ukiah city,09/01/2020,2020,September,6230,720,0.10400000000000001
9129,Union City city,09/01/2020,2020,September,32000,3200,0.092
9130,Upland city,09/01/2020,2020,September,35200,3700,0.095
9131,Upper Lake CDP,09/01/2020,2020,September,480,50,0.08800000000000001
9132,Vacaville city,09/01/2020,2020,September,40500,3600,0.081
9133,Valinda CDP,09/01/2020,2020,September,10800,2000,0.158
9134,Vallejo city,09/01/2020,2020,September,49400,6900,0.122
9135,Valle Vista CDP,09/01/2020,2020,September,6000,800,0.114
9136,Valley Acres CDP,09/01/2020,2020,September,200,100,0.262
9137,Valley Center CDP,09/01/2020,2020,September,3800,300,0.075
9138,Valley Ranch CDP,09/01/2020,2020,September,0,0,0.0
9139,Valley Springs CDP,09/01/2020,2020,September,1830,100,0.049
9140,Val Verde CDP,09/01/2020,2020,September,1300,400,0.242
9141,Vandenberg AFB CDP,09/01/2020,2020,September,800,100,0.08800000000000001
9142,Vandenberg Village CDP,09/01/2020,2020,September,3400,200,0.055999999999999994
9143,Vernon city,09/01/2020,2020,September,0,0,0.08900000000000001
9144,Victorville city,09/01/2020,2020,September,40000,6200,0.134
9145,View Park Windsor Hills CDP,09/01/2020,2020,September,4500,1500,0.249
9146,Villa Park city,09/01/2020,2020,September,2200,200,0.098
9147,Vine Hill CDP,09/01/2020,2020,September,1600,100,0.055
9148,Vineyard CDP,09/01/2020,2020,September,12100,1100,0.083
9149,Visalia city,09/01/2020,2020,September,53100,6700,0.11199999999999999
9150,Vista city,09/01/2020,2020,September,40100,4200,0.095
9151,Walnut city,09/01/2020,2020,September,13300,1800,0.121
9152,Walnut Creek city,09/01/2020,2020,September,30000,2100,0.067
9153,Walnut Grove CDP,09/01/2020,2020,September,600,100,0.19
9154,Walnut Park CDP,09/01/2020,2020,September,6400,1200,0.156
9155,Wasco city,09/01/2020,2020,September,7000,1000,0.128
9156,Waterford city,09/01/2020,2020,September,3000,400,0.129
9157,Watsonville city,09/01/2020,2020,September,20600,1900,0.085
9158,Weaverville CDP,09/01/2020,2020,September,1040,100,0.087
9159,Weed city,09/01/2020,2020,September,900,110,0.107
9160,Weedpatch CDP,09/01/2020,2020,September,800,100,0.135
9161,Weldon CDP,09/01/2020,2020,September,700,200,0.16899999999999998
9162,West Athens CDP,09/01/2020,2020,September,3600,900,0.19399999999999998
9163,West Bishop CDP,09/01/2020,2020,September,1160,60,0.05
9164,West Carson CDP,09/01/2020,2020,September,9300,1400,0.128
9165,West Covina city,09/01/2020,2020,September,43400,8000,0.156
9166,West Hollywood city,09/01/2020,2020,September,22300,4100,0.154
9167,Westlake Village city,09/01/2020,2020,September,3300,300,0.084
9168,West Menlo Park CDP,09/01/2020,2020,September,2000,200,0.09
9169,Westminster city,09/01/2020,2020,September,36800,5300,0.125
9170,West Modesto CDP,09/01/2020,2020,September,1700,500,0.24
9171,Westmont CDP,09/01/2020,2020,September,11100,2900,0.205
9172,Westmorland city,09/01/2020,2020,September,700,200,0.187
9173,West Point CDP,09/01/2020,2020,September,150,0,0.0
9174,West Puente Valley CDP,09/01/2020,2020,September,9200,2500,0.21600000000000003
9175,West Sacramento city,09/01/2020,2020,September,22800,2300,0.092
9176,West Whittier Los Nietos CDP,09/01/2020,2020,September,10400,1200,0.105
9177,Westwood CDP,09/01/2020,2020,September,550,10,0.018000000000000002
9178,Wheatland city,09/01/2020,2020,September,1400,200,0.11699999999999999
9179,Whitehawk CDP,09/01/2020,2020,September,10,0,0.0
9180,Whittier city,09/01/2020,2020,September,36100,5900,0.141
9181,Wildomar city,09/01/2020,2020,September,15700,1600,0.094
9182,Wilkerson CDP,09/01/2020,2020,September,220,20,0.084
9183,Williams city,09/01/2020,2020,September,2260,170,0.069
9184,Willits city,09/01/2020,2020,September,1680,110,0.06
9185,Willowbrook CDP,09/01/2020,2020,September,7700,2100,0.21100000000000002
9186,Willow Creek CDP,09/01/2020,2020,September,500,0,0.0
9187,Willows city,09/01/2020,2020,September,2280,220,0.08800000000000001
9188,Wilton CDP,09/01/2020,2020,September,2100,100,0.054000000000000006
9189,Winchester CDP,09/01/2020,2020,September,1100,100,0.121
9190,Windsor town,09/01/2020,2020,September,12900,900,0.065
9191,Winters city,09/01/2020,2020,September,3400,300,0.076
9192,Winton CDP,09/01/2020,2020,September,4100,900,0.175
9193,Wofford Heights CDP,09/01/2020,2020,September,600,100,0.125
9194,Woodcrest CDP,09/01/2020,2020,September,8000,500,0.055
9195,Woodlake city,09/01/2020,2020,September,2700,300,0.109
9196,Woodland city,09/01/2020,2020,September,26900,2200,0.077
9197,Woodville CDP,09/01/2020,2020,September,700,100,0.175
9198,Wrightwood CDP,09/01/2020,2020,September,1700,100,0.07400000000000001
9199,Yorba Linda city,09/01/2020,2020,September,31000,2300,0.07
9200,Yosemite Lakes CDP,09/01/2020,2020,September,1800,200,0.095
9201,Yosemite Valley CDP,09/01/2020,2020,September,980,40,0.037000000000000005
9202,Yountville town,09/01/2020,2020,September,1000,100,0.092
9203,Yreka city,09/01/2020,2020,September,2580,250,0.08900000000000001
9204,Yuba City city,09/01/2020,2020,September,25600,3100,0.107
9205,Yucaipa city,09/01/2020,2020,September,22400,2000,0.08199999999999999
9206,Yucca Valley town,09/01/2020,2020,September,7600,1200,0.139
9207,"Anaheim-Santa Ana-Irvine, CA Met Div",01/01/2020,2020,January,1582913,43047,0.026000000000000002
9208,"Anaheim-Santa Ana-Irvine, CA Met Div",02/01/2020,2020,February,1581259,43456,0.027000000000000003
9209,"Anaheim-Santa Ana-Irvine, CA Met Div",03/01/2020,2020,March,1530816,57501,0.036000000000000004
9210,"Anaheim-Santa Ana-Irvine, CA Met Div",04/01/2020,2020,April,1332689,217237,0.14
9211,"Anaheim-Santa Ana-Irvine, CA Met Div",05/01/2020,2020,May,1330845,232808,0.149
9212,"Anaheim-Santa Ana-Irvine, CA Met Div",06/01/2020,2020,June,1390725,214210,0.133
9213,"Anaheim-Santa Ana-Irvine, CA Met Div",07/01/2020,2020,July,1401103,189610,0.11900000000000001
9214,"Anaheim-Santa Ana-Irvine, CA Met Div",08/01/2020,2020,August,1413550,148938,0.095
9215,"Oakland-Hayward-Berkeley, CA Met Div",01/01/2020,2020,January,1367387,40123,0.028999999999999998
9216,"Oakland-Hayward-Berkeley, CA Met Div",02/01/2020,2020,February,1365225,40366,0.028999999999999998
9217,"Oakland-Hayward-Berkeley, CA Met Div",03/01/2020,2020,March,1341133,53724,0.039
9218,"Oakland-Hayward-Berkeley, CA Met Div",04/01/2020,2020,April,1157816,194715,0.14400000000000002
9219,"Oakland-Hayward-Berkeley, CA Met Div",05/01/2020,2020,May,1156525,188977,0.14
9220,"Oakland-Hayward-Berkeley, CA Met Div",06/01/2020,2020,June,1192042,181565,0.132
9221,"Oakland-Hayward-Berkeley, CA Met Div",07/01/2020,2020,July,1191850,160132,0.11800000000000001
9222,"Oakland-Hayward-Berkeley, CA Met Div",08/01/2020,2020,August,1209799,127586,0.095
9223,"San Francisco-Redwood City-South San Francisco, CA Met Div",01/01/2020,2020,January,1030915,21257,0.02
9224,"San Francisco-Redwood City-South San Francisco, CA Met Div",02/01/2020,2020,February,1030423,21524,0.02
9225,"San Francisco-Redwood City-South San Francisco, CA Met Div",03/01/2020,2020,March,1007320,29572,0.028999999999999998
9226,"San Francisco-Redwood City-South San Francisco, CA Met Div",04/01/2020,2020,April,873999,121126,0.122
9227,"San Francisco-Redwood City-South San Francisco, CA Met Div",05/01/2020,2020,May,872003,121043,0.122
9228,"San Francisco-Redwood City-South San Francisco, CA Met Div",06/01/2020,2020,June,901319,117172,0.115
9229,"San Francisco-Redwood City-South San Francisco, CA Met Div",07/01/2020,2020,July,911025,101752,0.1
9230,"San Francisco-Redwood City-South San Francisco, CA Met Div",08/01/2020,2020,August,924160,80647,0.08
9231,"San Rafael, CA Met Div",01/01/2020,2020,January,137819,3053,0.022000000000000002
9232,"San Rafael, CA Met Div",02/01/2020,2020,February,137680,3089,0.022000000000000002
9233,"San Rafael, CA Met Div",03/01/2020,2020,March,134553,4129,0.03
9234,"San Rafael, CA Met Div",04/01/2020,2020,April,114833,14676,0.113
9235,"San Rafael, CA Met Div",05/01/2020,2020,May,114692,13851,0.10800000000000001
9236,"San Rafael, CA Met Div",06/01/2020,2020,June,119963,13176,0.099
9237,"San Rafael, CA Met Div",07/01/2020,2020,July,121171,11504,0.087
9238,"San Rafael, CA Met Div",08/01/2020,2020,August,122692,8928,0.068
9239,"Bakersfield, CA MSA",01/01/2020,2020,January,365152,29267,0.07400000000000001
9240,"Bakersfield, CA MSA",02/01/2020,2020,February,365541,29561,0.075
9241,"Bakersfield, CA MSA",03/01/2020,2020,March,355074,40830,0.10300000000000001
9242,"Bakersfield, CA MSA",04/01/2020,2020,April,304680,67568,0.182
9243,"Bakersfield, CA MSA",05/01/2020,2020,May,298750,67825,0.185
9244,"Bakersfield, CA MSA",06/01/2020,2020,June,306597,64496,0.174
9245,"Bakersfield, CA MSA",07/01/2020,2020,July,307456,59973,0.163
9246,"Bakersfield, CA MSA",08/01/2020,2020,August,316099,50315,0.13699999999999998
9247,"Chico, CA MSA",01/01/2020,2020,January,94166,4602,0.047
9248,"Chico, CA MSA",02/01/2020,2020,February,94188,4556,0.046
9249,"Chico, CA MSA",03/01/2020,2020,March,92619,6047,0.061
9250,"Chico, CA MSA",04/01/2020,2020,April,79191,14707,0.157
