Area_Name,Date,Year,Month,Employment,Unemployment,Unemployment_Rate
Richgrove CDP,09/01/2020,2020,September,700,500,0.413
Richmond city,09/01/2020,2020,September,45700,6400,0.122
Ridgecrest city,09/01/2020,2020,September,12000,800,0.059
Ridgemark CDP,09/01/2020,2020,September,1400,100,0.051
Rio Dell city,09/01/2020,2020,September,1200,100,0.104
Rio del Mar CDP,09/01/2020,2020,September,4100,300,0.059
Rio Linda CDP,09/01/2020,2020,September,6000,500,0.077
Rio Vista city,09/01/2020,2020,September,2600,400,0.12
Ripon city,09/01/2020,2020,September,6600,500,0.067
Riverbank city,09/01/2020,2020,September,10600,1000,0.082
Riverdale CDP,09/01/2020,2020,September,1300,100,0.046
Riverside city,09/01/2020,2020,September,136900,14600,0.096
Rocklin city,09/01/2020,2020,September,30100,2200,0.068
Rodeo CDP,09/01/2020,2020,September,4200,500,0.105
Rohnert Park city,09/01/2020,2020,September,21500,1800,0.079
Rolling Hills city,09/01/2020,2020,September,500,100,0.137
Rolling Hills Estates city,09/01/2020,2020,September,2900,400,0.116
Rollingwood CDP,09/01/2020,2020,September,1200,200,0.127
Romoland CDP,09/01/2020,2020,September,800,100,0.102
Rosamond CDP,09/01/2020,2020,September,7100,1200,0.147
Rosedale CDP,09/01/2020,2020,September,6600,500,0.074
Rosemead city,09/01/2020,2020,September,20800,5500,0.209
Rosemont CDP,09/01/2020,2020,September,10900,1200,0.098
Roseville city,09/01/2020,2020,September,62300,5000,0.074
Rossmoor CDP,09/01/2020,2020,September,4700,400,0.076
Round Valley CDP,09/01/2020,2020,September,210,0,0
Rowland Heights CDP,09/01/2020,2020,September,20900,2600,0.111
Running Springs CDP,09/01/2020,2020,September,1700,300,0.139
Sacramento city,09/01/2020,2020,September,211200,24500,0.104
St. Helena city,09/01/2020,2020,September,2700,100,0.036
Salida CDP,09/01/2020,2020,September,6300,600,0.093
Salinas city,09/01/2020,2020,September,63100,6300,0.091
San Andreas CDP,09/01/2020,2020,September,1040,30,0.032
San Anselmo town,09/01/2020,2020,September,6500,600,0.089
San Antonio Heights CDP,09/01/2020,2020,September,1500,0,0.027
San Ardo CDP,09/01/2020,2020,September,200,0,0.025
San Bernardino city,09/01/2020,2020,September,73900,11600,0.135
San Bruno city,09/01/2020,2020,September,24100,2300,0.086
San Buenaventura (Ventura) city,09/01/2020,2020,September,49800,4600,0.084
San Carlos city,09/01/2020,2020,September,15900,800,0.049
San Clemente city,09/01/2020,2020,September,28200,2200,0.074
Sand City city,09/01/2020,2020,September,200,0,0.06
San Diego city,09/01/2020,2020,September,644200,62300,0.088
San Dimas city,09/01/2020,2020,September,14800,2000,0.121
San Fernando city,09/01/2020,2020,September,9700,1600,0.143
San Francisco city,09/01/2020,2020,September,517100,47500,0.084
San Gabriel city,09/01/2020,2020,September,17800,3600,0.168
Sanger city,09/01/2020,2020,September,10100,1200,0.103
San Jacinto city,09/01/2020,2020,September,16500,2400,0.124
San Joaquin city,09/01/2020,2020,September,1400,300,0.165
San Jose city,09/01/2020,2020,September,501100,44900,0.082
San Juan Bautista city,09/01/2020,2020,September,900,0,0.05
San Juan Capistrano city,09/01/2020,2020,September,15300,1200,0.073
San Leandro city,09/01/2020,2020,September,40200,5300,0.117
San Lorenzo CDP,09/01/2020,2020,September,11100,1200,0.097
San Lucas CDP,09/01/2020,2020,September,100,0,0.153
San Luis Obispo city,09/01/2020,2020,September,21900,1700,0.07
San Marcos city,09/01/2020,2020,September,38100,3300,0.081
San Marino city,09/01/2020,2020,September,4700,400,0.083
San Martin CDP,09/01/2020,2020,September,3500,200,0.061
San Mateo city,09/01/2020,2020,September,58300,3800,0.062
San Miguel CDP,09/01/2020,2020,September,1100,200,0.148
San Pablo city,09/01/2020,2020,September,12000,1700,0.124
San Rafael city,09/01/2020,2020,September,29000,2100,0.066
San Ramon city,09/01/2020,2020,September,34600,2500,0.068
Santa Ana city,09/01/2020,2020,September,139300,14400,0.094
Santa Barbara city,09/01/2020,2020,September,46100,3600,0.072
Santa Clara city,09/01/2020,2020,September,65000,4200,0.06
Santa Clarita city,09/01/2020,2020,September,93300,14700,0.136
Santa Cruz city,09/01/2020,2020,September,28100,2400,0.079
Santa Fe Springs city,09/01/2020,2020,September,6900,700,0.094
Santa Maria city,09/01/2020,2020,September,43600,3700,0.078
Santa Monica city,09/01/2020,2020,September,46500,6100,0.116
Santa Paula city,09/01/2020,2020,September,11700,1100,0.089
Santa Rosa city,09/01/2020,2020,September,81100,6800,0.078
Santa Ynez CDP,09/01/2020,2020,September,2000,200,0.079
Santee city,09/01/2020,2020,September,26300,2200,0.076
Saratoga city,09/01/2020,2020,September,13400,700,0.046
Sausalito city,09/01/2020,2020,September,4000,300,0.066
Scotts Valley city,09/01/2020,2020,September,5100,300,0.047
Seal Beach city,09/01/2020,2020,September,8800,800,0.083
Searles Valley CDP,09/01/2020,2020,September,500,100,0.182
Seaside city,09/01/2020,2020,September,14500,1800,0.112
Sebastopol city,09/01/2020,2020,September,3500,500,0.122
Selma city,09/01/2020,2020,September,9800,800,0.078
Shafter city,09/01/2020,2020,September,6100,1200,0.171
Shandon CDP,09/01/2020,2020,September,500,0,0.084
Shasta Lake city,09/01/2020,2020,September,3900,400,0.094
Shaver Lake CDP,09/01/2020,2020,September,300,0,0.011
Shingle Springs CDP,09/01/2020,2020,September,1700,0,0.019
Shingletown CDP,09/01/2020,2020,September,700,100,0.102
Shoshone CDP,09/01/2020,2020,September,10,0,0
Sierra Madre city,09/01/2020,2020,September,4600,800,0.152
Signal Hill city,09/01/2020,2020,September,5300,900,0.141
Simi Valley city,09/01/2020,2020,September,59900,5500,0.085
Solana Beach city,09/01/2020,2020,September,6300,300,0.05
Soledad city,09/01/2020,2020,September,6200,600,0.093
Solvang city,09/01/2020,2020,September,2800,100,0.043
Sonoma city,09/01/2020,2020,September,5000,300,0.059
Sonora city,09/01/2020,2020,September,1610,160,0.092
Soquel CDP,09/01/2020,2020,September,4900,300,0.064
Soulsbyville CDP,09/01/2020,2020,September,930,90,0.089
South Dos Palos CDP,09/01/2020,2020,September,600,200,0.213
South El Monte city,09/01/2020,2020,September,7700,1300,0.147
South Gate city,09/01/2020,2020,September,35000,6600,0.159
South Lake Tahoe city,09/01/2020,2020,September,11300,1000,0.084
South Oroville CDP,09/01/2020,2020,September,1000,100,0.082
South Pasadena city,09/01/2020,2020,September,12400,1600,0.113
South San Francisco city,09/01/2020,2020,September,35400,3800,0.097
South San Gabriel CDP,09/01/2020,2020,September,3200,600,0.16
South San Jose Hills CDP,09/01/2020,2020,September,7700,1900,0.201
South Taft CDP,09/01/2020,2020,September,400,200,0.271
South Whittier CDP,09/01/2020,2020,September,23000,3400,0.13
Spreckels CDP,09/01/2020,2020,September,200,0,0
Spring Garden CDP,09/01/2020,2020,September,0,0,0
Spring Valley CDP,09/01/2020,2020,September,12800,1800,0.124
Springville CDP,09/01/2020,2020,September,200,0,0.06
Squaw Valley CDP,09/01/2020,2020,September,1300,100,0.087
Squirrel Mountain Valley CDP,09/01/2020,2020,September,200,100,0.287
Stallion Springs CDP,09/01/2020,2020,September,800,200,0.196
Stanton city,09/01/2020,2020,September,16300,2100,0.115
Stockton city,09/01/2020,2020,September,113200,17100,0.131
Stratford CDP,09/01/2020,2020,September,300,0,0.135
Strathmore CDP,09/01/2020,2020,September,900,300,0.237
Suisun City city,09/01/2020,2020,September,12600,1400,0.099
Summerland CDP,09/01/2020,2020,September,300,0,0.075
Sunnyside Tahoe City CDP,09/01/2020,2020,September,600,100,0.108
Sunnyvale city,09/01/2020,2020,September,79900,4300,0.051
Sunol CDP,09/01/2020,2020,September,400,0,0.088
Susanville city,09/01/2020,2020,September,2700,170,0.06
Sutter CDP,09/01/2020,2020,September,1200,100,0.077
Sutter Creek city,09/01/2020,2020,September,930,40,0.045
Taft city,09/01/2020,2020,September,2600,200,0.08
Taft Heights CDP,09/01/2020,2020,September,900,100,0.116
Taft Mosswood CDP,09/01/2020,2020,September,300,0,0.12
Tahoe Vista CDP,09/01/2020,2020,September,700,0,0.014
Tamalpais Homestead Valley CDP,09/01/2020,2020,September,5600,500,0.083
Tara Hills CDP,09/01/2020,2020,September,2400,300,0.096
Taylorsville CDP,09/01/2020,2020,September,30,30,0.5
Tecopa CDP,09/01/2020,2020,September,20,20,0.511
Tehachapi city,09/01/2020,2020,September,3200,300,0.083
Tehama city,09/01/2020,2020,September,160,20,0.086
Temecula city,09/01/2020,2020,September,49200,4700,0.088
Temple City city,09/01/2020,2020,September,15200,2900,0.16
Templeton CDP,09/01/2020,2020,September,3500,100,0.034
Terra Bella CDP,09/01/2020,2020,September,1100,500,0.292
Thermalito CDP,09/01/2020,2020,September,1900,300,0.135
Thousand Oaks city,09/01/2020,2020,September,57500,4900,0.079
Thousand Palms CDP,09/01/2020,2020,September,2600,200,0.074
Three Rivers CDP,09/01/2020,2020,September,1000,100,0.075
Tipton CDP,09/01/2020,2020,September,1000,300,0.216
Tobin CDP,09/01/2020,2020,September,0,0,0
Tomales CDP,09/01/2020,2020,September,200,0,0
Toro Canyon CDP,09/01/2020,2020,September,700,0,0.026
Torrance city,09/01/2020,2020,September,64900,8900,0.12
Tracy city,09/01/2020,2020,September,39100,4600,0.106
Tranquillity CDP,09/01/2020,2020,September,300,0,0
Traver CDP,09/01/2020,2020,September,200,0,0.066
Trinidad city,09/01/2020,2020,September,100,0,0.053
Truckee town,09/01/2020,2020,September,9130,540,0.056
Tulare city,09/01/2020,2020,September,23800,3200,0.118
Tuolumne City CDP,09/01/2020,2020,September,500,0,0
Tupman CDP,09/01/2020,2020,September,0,0,0.273
Turlock city,09/01/2020,2020,September,30000,3000,0.091
Tustin city,09/01/2020,2020,September,37800,3400,0.083
Twain CDP,09/01/2020,2020,September,0,0,0
Twain Harte CDP,09/01/2020,2020,September,930,70,0.066
Twentynine Palms city,09/01/2020,2020,September,6100,700,0.103
Twin Lakes CDP,09/01/2020,2020,September,2300,200,0.065
Ukiah city,09/01/2020,2020,September,6230,720,0.104
Union City city,09/01/2020,2020,September,32000,3200,0.092
Upland city,09/01/2020,2020,September,35200,3700,0.095
Upper Lake CDP,09/01/2020,2020,September,480,50,0.088
Vacaville city,09/01/2020,2020,September,40500,3600,0.081
Valinda CDP,09/01/2020,2020,September,10800,2000,0.158
Vallejo city,09/01/2020,2020,September,49400,6900,0.122
Valle Vista CDP,09/01/2020,2020,September,6000,800,0.114
Valley Acres CDP,09/01/2020,2020,September,200,100,0.262
Valley Center CDP,09/01/2020,2020,September,3800,300,0.075
Valley Ranch CDP,09/01/2020,2020,September,0,0,0
Valley Springs CDP,09/01/2020,2020,September,1830,100,0.049
Val Verde CDP,09/01/2020,2020,September,1300,400,0.242
Vandenberg AFB CDP,09/01/2020,2020,September,800,100,0.088
Vandenberg Village CDP,09/01/2020,2020,September,3400,200,0.056
Vernon city,09/01/2020,2020,September,0,0,0.089
Victorville city,09/01/2020,2020,September,40000,6200,0.134
View Park Windsor Hills CDP,09/01/2020,2020,September,4500,1500,0.249
Villa Park city,09/01/2020,2020,September,2200,200,0.098
Vine Hill CDP,09/01/2020,2020,September,1600,100,0.055
Vineyard CDP,09/01/2020,2020,September,12100,1100,0.083
Visalia city,09/01/2020,2020,September,53100,6700,0.112
Vista city,09/01/2020,2020,September,40100,4200,0.095
Walnut city,09/01/2020,2020,September,13300,1800,0.121
Walnut Creek city,09/01/2020,2020,September,30000,2100,0.067
Walnut Grove CDP,09/01/2020,2020,September,600,100,0.19
Walnut Park CDP,09/01/2020,2020,September,6400,1200,0.156
Wasco city,09/01/2020,2020,September,7000,1000,0.128
Waterford city,09/01/2020,2020,September,3000,400,0.129
Watsonville city,09/01/2020,2020,September,20600,1900,0.085
Weaverville CDP,09/01/2020,2020,September,1040,100,0.087
Weed city,09/01/2020,2020,September,900,110,0.107
Weedpatch CDP,09/01/2020,2020,September,800,100,0.135
Weldon CDP,09/01/2020,2020,September,700,200,0.169
West Athens CDP,09/01/2020,2020,September,3600,900,0.194
West Bishop CDP,09/01/2020,2020,September,1160,60,0.05
West Carson CDP,09/01/2020,2020,September,9300,1400,0.128
West Covina city,09/01/2020,2020,September,43400,8000,0.156
West Hollywood city,09/01/2020,2020,September,22300,4100,0.154
Westlake Village city,09/01/2020,2020,September,3300,300,0.084
West Menlo Park CDP,09/01/2020,2020,September,2000,200,0.09
Westminster city,09/01/2020,2020,September,36800,5300,0.125
West Modesto CDP,09/01/2020,2020,September,1700,500,0.24
Westmont CDP,09/01/2020,2020,September,11100,2900,0.205
Westmorland city,09/01/2020,2020,September,700,200,0.187
West Point CDP,09/01/2020,2020,September,150,0,0
West Puente Valley CDP,09/01/2020,2020,September,9200,2500,0.216
West Sacramento city,09/01/2020,2020,September,22800,2300,0.092
West Whittier Los Nietos CDP,09/01/2020,2020,September,10400,1200,0.105
Westwood CDP,09/01/2020,2020,September,550,10,0.018
Wheatland city,09/01/2020,2020,September,1400,200,0.117
Whitehawk CDP,09/01/2020,2020,September,10,0,0
Whittier city,09/01/2020,2020,September,36100,5900,0.141
Wildomar city,09/01/2020,2020,September,15700,1600,0.094
Wilkerson CDP,09/01/2020,2020,September,220,20,0.084
Williams city,09/01/2020,2020,September,2260,170,0.069
Willits city,09/01/2020,2020,September,1680,110,0.06
Willowbrook CDP,09/01/2020,2020,September,7700,2100,0.211
Willow Creek CDP,09/01/2020,2020,September,500,0,0
Willows city,09/01/2020,2020,September,2280,220,0.088
Wilton CDP,09/01/2020,2020,September,2100,100,0.054
Winchester CDP,09/01/2020,2020,September,1100,100,0.121
Windsor town,09/01/2020,2020,September,12900,900,0.065
Winters city,09/01/2020,2020,September,3400,300,0.076
Winton CDP,09/01/2020,2020,September,4100,900,0.175
Wofford Heights CDP,09/01/2020,2020,September,600,100,0.125
Woodcrest CDP,09/01/2020,2020,September,8000,500,0.055
Woodlake city,09/01/2020,2020,September,2700,300,0.109
Woodland city,09/01/2020,2020,September,26900,2200,0.077
Woodville CDP,09/01/2020,2020,September,700,100,0.175
Wrightwood CDP,09/01/2020,2020,September,1700,100,0.074
Yorba Linda city,09/01/2020,2020,September,31000,2300,0.07
Yosemite Lakes CDP,09/01/2020,2020,September,1800,200,0.095
Yosemite Valley CDP,09/01/2020,2020,September,980,40,0.037
Yountville town,09/01/2020,2020,September,1000,100,0.092
Yreka city,09/01/2020,2020,September,2580,250,0.089
Yuba City city,09/01/2020,2020,September,25600,3100,0.107
Yucaipa city,09/01/2020,2020,September,22400,2000,0.082
Yucca Valley town,09/01/2020,2020,September,7600,1200,0.139
"Anaheim-Santa Ana-Irvine, CA Met Div",01/01/2020,2020,January,1582913,43047,0.026
"Anaheim-Santa Ana-Irvine, CA Met Div",02/01/2020,2020,February,1581259,43456,0.027
"Anaheim-Santa Ana-Irvine, CA Met Div",03/01/2020,2020,March,1530816,57501,0.036
"Anaheim-Santa Ana-Irvine, CA Met Div",04/01/2020,2020,April,1332689,217237,0.14
"Anaheim-Santa Ana-Irvine, CA Met Div",05/01/2020,2020,May,1330845,232808,0.149
"Anaheim-Santa Ana-Irvine, CA Met Div",06/01/2020,2020,June,1390725,214210,0.133
"Anaheim-Santa Ana-Irvine, CA Met Div",07/01/2020,2020,July,1401103,189610,0.119
"Anaheim-Santa Ana-Irvine, CA Met Div",08/01/2020,2020,August,1413550,148938,0.095
"Oakland-Hayward-Berkeley, CA Met Div",01/01/2020,2020,January,1367387,40123,0.029
"Oakland-Hayward-Berkeley, CA Met Div",02/01/2020,2020,February,1365225,40366,0.029
"Oakland-Hayward-Berkeley, CA Met Div",03/01/2020,2020,March,1341133,53724,0.039
"Oakland-Hayward-Berkeley, CA Met Div",04/01/2020,2020,April,1157816,194715,0.144
"Oakland-Hayward-Berkeley, CA Met Div",05/01/2020,2020,May,1156525,188977,0.14
"Oakland-Hayward-Berkeley, CA Met Div",06/01/2020,2020,June,1192042,181565,0.132
"Oakland-Hayward-Berkeley, CA Met Div",07/01/2020,2020,July,1191850,160132,0.118
"Oakland-Hayward-Berkeley, CA Met Div",08/01/2020,2020,August,1209799,127586,0.095
"San Francisco-Redwood City-South San Francisco, CA Met Div",01/01/2020,2020,January,1030915,21257,0.02
"San Francisco-Redwood City-South San Francisco, CA Met Div",02/01/2020,2020,February,1030423,21524,0.02
"San Francisco-Redwood City-South San Francisco, CA Met Div",03/01/2020,2020,March,1007320,29572,0.029
"San Francisco-Redwood City-South San Francisco, CA Met Div",04/01/2020,2020,April,873999,121126,0.122
"San Francisco-Redwood City-South San Francisco, CA Met Div",05/01/2020,2020,May,872003,121043,0.122
"San Francisco-Redwood City-South San Francisco, CA Met Div",06/01/2020,2020,June,901319,117172,0.115
"San Francisco-Redwood City-South San Francisco, CA Met Div",07/01/2020,2020,July,911025,101752,0.1
"San Francisco-Redwood City-South San Francisco, CA Met Div",08/01/2020,2020,August,924160,80647,0.08
"San Rafael, CA Met Div",01/01/2020,2020,January,137819,3053,0.022
"San Rafael, CA Met Div",02/01/2020,2020,February,137680,3089,0.022
"San Rafael, CA Met Div",03/01/2020,2020,March,134553,4129,0.03
"San Rafael, CA Met Div",04/01/2020,2020,April,114833,14676,0.113
"San Rafael, CA Met Div",05/01/2020,2020,May,114692,13851,0.108
"San Rafael, CA Met Div",06/01/2020,2020,June,119963,13176,0.099
"San Rafael, CA Met Div",07/01/2020,2020,July,121171,11504,0.087
"San Rafael, CA Met Div",08/01/2020,2020,August,122692,8928,0.068
"Bakersfield, CA MSA",01/01/2020,2020,January,365152,29267,0.074
"Bakersfield, CA MSA",02/01/2020,2020,February,365541,29561,0.075
"Bakersfield, CA MSA",03/01/2020,2020,March,355074,40830,0.103
"Bakersfield, CA MSA",04/01/2020,2020,April,304680,67568,0.182
"Bakersfield, CA MSA",05/01/2020,2020,May,298750,67825,0.185
"Bakersfield, CA MSA",06/01/2020,2020,June,306597,64496,0.174
"Bakersfield, CA MSA",07/01/2020,2020,July,307456,59973,0.163
"Bakersfield, CA MSA",08/01/2020,2020,August,316099,50315,0.137
"Chico, CA MSA",01/01/2020,2020,January,94166,4602,0.047
"Chico, CA MSA",02/01/2020,2020,February,94188,4556,0.046
"Chico, CA MSA",03/01/2020,2020,March,92619,6047,0.061
"Chico, CA MSA",04/01/2020,2020,April,79191,14707,0.157
"Chico, CA MSA",05/01/2020,2020,May,79080,12824,0.14
"Chico, CA MSA",06/01/2020,2020,June,83754,11265,0.119
"Chico, CA MSA",07/01/2020,2020,July,83595,10087,0.108
