county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Inyo County,9/21/20,,,,,
Kern County,9/21/20,,,15,15,
Kings County,9/21/20,64,58,,,
Lake County,9/21/20,,,,,
Lassen County,9/21/20,,,,,
Los Angeles County,9/21/20,4639,3704,651,651,
Madera County ,9/21/20,19,,,,
Marin County ,9/21/20,128,88,44,,
Mariposa County,9/21/20,,,,,
Mendocino County,9/21/20,99,,,,
Merced County,9/21/20,75,25,,,
Modoc County,9/21/20,,,,,
Mono County,9/21/20,,,,,
Monterey County,9/21/20,115,80,108,15,
Napa County ,9/21/20,111,99,18,12,
Nevada County ,9/21/20,56,,,,
Orange County,9/21/20,692,560,78,78,
Placer County,9/21/20,83,57,12,12,
Plumas County,9/21/20,,,,,
Riverside County,9/21/20,332,332,15,15,
Sacramento County,9/21/20,529,435,63,63,
San Benito County,9/21/20,,,,,
San Bernardino County,9/21/20,427,427,20,,20
San Diego County,9/21/20,1327,150,44,44,
San Francisco,9/21/20,2729,1955,91,91,
San Joaquin County,9/21/20,73,69,,,
San Luis Obispo County,9/21/20,155,,14,14,
San Mateo County,9/21/20,170,170,,,
Santa Barbara County,9/21/20,114,67,,,
Santa Clara County,9/21/20,837,577,105,12,
Santa Cruz County,9/21/20,242,156,35,,12
Shasta County,9/21/20,90,76,,,
Sierra County,9/21/20,,,,,
Siskiyou County,9/21/20,,,,,
Solano County,9/21/20,127,113,,,
Sonoma County,9/21/20,94,78,24,24,
Stanislaus County,9/21/20,124,81,,,
Sutter County,9/21/20,,,,,
Tehama County,9/21/20,,,,,
Trinity County,9/21/20,,,,,
Tulare County,9/21/20,108,72,,,
Tuolumne County,9/21/20,21,21,,,
Ventura County,9/21/20,341,144,,,
Yolo County,9/21/20,156,127,,,
Yuba County,9/21/20,,,,,
Wilton Rancheria Tribe,9/21/20,,,,,
Bishop Paiute Tribal Council,9/21/20,,,,,
Alameda County,9/22/20,973,765,91,91,
Alpine County,9/22/20,,,,,
Amador County,9/22/20,,,,,
Butte County,9/22/20,115,115,,,
Calaveras County,9/22/20,29,,,,
Colusa County,9/22/20,,,,,
Contra Costa County,9/22/20,550,472,,,
Del Norte County,9/22/20,29,28,,,
El Dorado County,9/22/20,46,43,,,
Fresno County,9/22/20,385,386,28,28,
Glenn County,9/22/20,,,,,
Humboldt County,9/22/20,74,45,15,,
Imperial County,9/22/20,136,32,80,79,
Inyo County,9/22/20,,,,,
Kern County,9/22/20,,,15,15,
Kings County,9/22/20,64,58,,,
Lake County,9/22/20,,,,,
Lassen County,9/22/20,,,,,
Los Angeles County,9/22/20,4639,3697,651,651,
Madera County ,9/22/20,19,,,,
Marin County ,9/22/20,128,89,44,,
Mariposa County,9/22/20,,,,,
Mendocino County,9/22/20,99,,,,
Merced County,9/22/20,75,25,,,
Modoc County,9/22/20,,,,,
Mono County,9/22/20,,,,,
Monterey County,9/22/20,115,74,108,15,
Napa County ,9/22/20,111,99,18,12,
Nevada County ,9/22/20,56,,,,
Orange County,9/22/20,692,559,78,78,
Placer County,9/22/20,83,57,12,12,
Plumas County,9/22/20,,,,,
Riverside County,9/22/20,332,332,15,15,
Sacramento County,9/22/20,529,435,63,63,
San Benito County,9/22/20,,,,,
San Bernardino County,9/22/20,427,427,20,,20
San Diego County,9/22/20,1327,140,44,44,
San Francisco,9/22/20,2729,1977,91,91,
San Joaquin County,9/22/20,73,69,,,
San Luis Obispo County,9/22/20,155,,14,14,
San Mateo County,9/22/20,173,173,,,
Santa Barbara County,9/22/20,114,68,,,
Santa Clara County,9/22/20,837,580,105,12,
Santa Cruz County,9/22/20,241,155,35,,12
Shasta County,9/22/20,90,79,,,
Sierra County,9/22/20,,,,,
Siskiyou County,9/22/20,,,,,
Solano County,9/22/20,127,113,,,
Sonoma County,9/22/20,94,78,24,24,
Stanislaus County,9/22/20,125,82,,,
Sutter County,9/22/20,,,,,
Tehama County,9/22/20,,,,,
Trinity County,9/22/20,,,,,
Tulare County,9/22/20,108,72,,,
Tuolumne County,9/22/20,21,21,,,
Ventura County,9/22/20,341,144,,,
Yolo County,9/22/20,156,127,,,
Yuba County,9/22/20,,,,,
Wilton Rancheria Tribe,9/22/20,,,,,
Bishop Paiute Tribal Council,9/22/20,,,,,
Alameda County,9/23/20,973,766,91,91,
Alpine County,9/23/20,,,,,
Amador County,9/23/20,,,,,
Butte County,9/23/20,115,115,,,
Calaveras County,9/23/20,29,,,,
Colusa County,9/23/20,,,,,
Contra Costa County,9/23/20,550,480,,,
Del Norte County,9/23/20,29,28,,,
El Dorado County,9/23/20,46,43,,,
Fresno County,9/23/20,385,386,28,28,
Glenn County,9/23/20,,,,,
Humboldt County,9/23/20,74,45,15,,
Imperial County,9/23/20,136,32,80,79,
Inyo County,9/23/20,,,,,
Kern County,9/23/20,,,15,15,
Kings County,9/23/20,64,58,,,
Lake County,9/23/20,,,,,
Lassen County,9/23/20,,,,,
Los Angeles County,9/23/20,4638,3706,651,651,
Madera County ,9/23/20,19,,,,
Marin County ,9/23/20,128,90,44,,
Mariposa County,9/23/20,,,,,
Mendocino County,9/23/20,99,,,,
Merced County,9/23/20,75,25,,,
Modoc County,9/23/20,,,,,
Mono County,9/23/20,,,,,
Monterey County,9/23/20,115,74,108,15,
Napa County ,9/23/20,111,99,18,12,
Nevada County ,9/23/20,56,,,,
Orange County,9/23/20,692,560,78,78,
Placer County,9/23/20,83,58,12,12,
Plumas County,9/23/20,,,,,
Riverside County,9/23/20,329,329,15,15,
Sacramento County,9/23/20,529,435,63,63,
San Benito County,9/23/20,,,,,
San Bernardino County,9/23/20,427,427,20,,20
San Diego County,9/23/20,1327,138,44,44,
San Francisco,9/23/20,2729,1960,91,91,
San Joaquin County,9/23/20,73,69,,,
San Luis Obispo County,9/23/20,155,,14,14,
San Mateo County,9/23/20,172,172,,,
Santa Barbara County,9/23/20,112,67,,,
Santa Clara County,9/23/20,837,580,105,12,
Santa Cruz County,9/23/20,241,154,35,,12
Shasta County,9/23/20,90,82,,,
Sierra County,9/23/20,,,,,
Siskiyou County,9/23/20,,,,,
Solano County,9/23/20,127,113,,,
Sonoma County,9/23/20,94,78,24,24,
Stanislaus County,9/23/20,125,81,,,
Sutter County,9/23/20,,,,,
Tehama County,9/23/20,,,,,
Trinity County,9/23/20,,,,,
Tulare County,9/23/20,108,70,,,
Tuolumne County,9/23/20,21,21,,,
Ventura County,9/23/20,341,144,,,
Yolo County,9/23/20,156,128,,,
Yuba County,9/23/20,,,,,
Wilton Rancheria Tribe,9/23/20,,,,,
Bishop Paiute Tribal Council,9/23/20,,,,,
Alameda County,9/24/20,973,776,91,91,
Alpine County,9/24/20,,,,,
Amador County,9/24/20,,,,,
Butte County,9/24/20,115,115,,,
Calaveras County,9/24/20,29,,,,
Colusa County,9/24/20,,,,,
Contra Costa County,9/24/20,550,480,,,
Del Norte County,9/24/20,29,28,,,
El Dorado County,9/24/20,46,43,,,
Fresno County,9/24/20,385,386,28,28,
Glenn County,9/24/20,,,,,
Humboldt County,9/24/20,74,45,15,,
Imperial County,9/24/20,136,31,80,79,
Inyo County,9/24/20,,,,,
Kern County,9/24/20,,,15,15,
Kings County,9/24/20,64,58,,,
Lake County,9/24/20,,,,,
Lassen County,9/24/20,,,,,
Los Angeles County,9/24/20,4638,3693,651,651,
Madera County ,9/24/20,19,,,,
Marin County ,9/24/20,128,90,44,,
Mariposa County,9/24/20,,,,,
Mendocino County,9/24/20,99,,,,
Merced County,9/24/20,75,23,,,
Modoc County,9/24/20,,,,,
Mono County,9/24/20,,,,,
Monterey County,9/24/20,115,74,108,15,
Napa County ,9/24/20,111,99,18,12,
Nevada County ,9/24/20,56,,,,
Orange County,9/24/20,692,561,78,78,
Placer County,9/24/20,83,58,12,12,
Plumas County,9/24/20,,,,,
Riverside County,9/24/20,327,327,15,15,
Sacramento County,9/24/20,529,435,63,63,
San Benito County,9/24/20,,,,,
San Bernardino County,9/24/20,427,427,20,,20
San Diego County,9/24/20,1327,139,44,44,
San Francisco,9/24/20,2729,1980,91,91,
San Joaquin County,9/24/20,73,69,,,
San Luis Obispo County,9/24/20,155,,14,14,
San Mateo County,9/24/20,172,172,,,
Santa Barbara County,9/24/20,112,67,,,
Santa Clara County,9/24/20,837,580,105,12,
Santa Cruz County,9/24/20,241,155,35,,12
Shasta County,9/24/20,90,82,,,
Sierra County,9/24/20,,,,,
Siskiyou County,9/24/20,,,,,
Solano County,9/24/20,127,113,,,
Sonoma County,9/24/20,94,78,24,24,
Stanislaus County,9/24/20,124,79,,,
Sutter County,9/24/20,,,,,
Tehama County,9/24/20,,,,,
Trinity County,9/24/20,,,,,
Tulare County,9/24/20,108,70,,,
Tuolumne County,9/24/20,21,21,,,
Ventura County,9/24/20,341,144,,,
Yolo County,9/24/20,156,129,,,
Yuba County,9/24/20,,,,,
Wilton Rancheria Tribe,9/24/20,,,,,
Bishop Paiute Tribal Council,9/24/20,,,,,
Alameda County,9/25/20,973,777,91,91,
Alpine County,9/25/20,,,,,
Amador County,9/25/20,,,,,
Butte County,9/25/20,115,115,,,
Calaveras County,9/25/20,29,,,,
Colusa County,9/25/20,,,,,
Contra Costa County,9/25/20,550,494,,,
Del Norte County,9/25/20,29,29,,,
El Dorado County,9/25/20,46,43,,,
Fresno County,9/25/20,385,386,28,28,
Glenn County,9/25/20,,,,,
Humboldt County,9/25/20,74,45,15,,
Imperial County,9/25/20,136,31,80,79,
Inyo County,9/25/20,,,,,
Kern County,9/25/20,,,15,15,
Kings County,9/25/20,64,58,,,
Lake County,9/25/20,,,,,
Lassen County,9/25/20,,,,,
Los Angeles County,9/25/20,4639,3707,651,651,
Madera County ,9/25/20,19,,,,
Marin County ,9/25/20,128,90,44,,
Mariposa County,9/25/20,11,11,,,
Mendocino County,9/25/20,99,,,,
Merced County,9/25/20,75,23,,,
Modoc County,9/25/20,,,,,
Mono County,9/25/20,,,,,
Monterey County,9/25/20,115,74,108,15,
Napa County ,9/25/20,111,99,18,12,
Nevada County ,9/25/20,56,,,,
Orange County,9/25/20,692,563,78,78,
Placer County,9/25/20,83,58,12,12,
Plumas County,9/25/20,,,,,
Riverside County,9/25/20,325,325,15,15,
Sacramento County,9/25/20,529,435,63,63,
San Benito County,9/25/20,,,,,
San Bernardino County,9/25/20,427,427,20,,20
San Diego County,9/25/20,1327,134,44,44,
San Francisco,9/25/20,2732,1995,91,91,
San Joaquin County,9/25/20,73,69,,,
San Luis Obispo County,9/25/20,155,,14,14,
San Mateo County,9/25/20,172,172,,,
Santa Barbara County,9/25/20,112,66,,,
Santa Clara County,9/25/20,837,580,105,12,
Santa Cruz County,9/25/20,241,157,35,,12
Shasta County,9/25/20,90,82,,,
Sierra County,9/25/20,,,,,
Siskiyou County,9/25/20,,,,,
Solano County,9/25/20,127,113,,,
Sonoma County,9/25/20,94,78,24,24,
Stanislaus County,9/25/20,124,78,,,
Sutter County,9/25/20,,,,,
Tehama County,9/25/20,,,,,
Trinity County,9/25/20,,,,,
Tulare County,9/25/20,108,70,,,
Tuolumne County,9/25/20,21,21,,,
Ventura County,9/25/20,341,144,,,
Yolo County,9/25/20,156,132,,,
Yuba County,9/25/20,,,,,
Wilton Rancheria Tribe,9/25/20,,,,,
Bishop Paiute Tribal Council,9/25/20,,,,,
Alameda County,9/28/20,973,782,91,91,
Alpine County,9/28/20,,,,,
Amador County,9/28/20,,,,,
Butte County,9/28/20,115,115,,,
Calaveras County,9/28/20,29,,,,
Colusa County,9/28/20,,,,,
Contra Costa County,9/28/20,550,489,,,
Del Norte County,9/28/20,29,29,,,
El Dorado County,9/28/20,46,43,,,
Fresno County,9/28/20,365,346,28,28,
Glenn County,9/28/20,,,,,
Humboldt County,9/28/20,74,45,15,,
Imperial County,9/28/20,136,31,80,79,
Inyo County,9/28/20,,,,,
Kern County,9/28/20,,,15,15,
Kings County,9/28/20,64,58,,,
Lake County,9/28/20,,,,,
Lassen County,9/28/20,11,11,,,
Los Angeles County,9/28/20,4652,3687,651,651,
Madera County ,9/28/20,29,12,,,
Marin County ,9/28/20,128,88,44,,
Mariposa County,9/28/20,,,,,
Mendocino County,9/28/20,99,,,,
Merced County,9/28/20,75,23,,,
Modoc County,9/28/20,,,,,
Mono County,9/28/20,,,,,
Monterey County,9/28/20,115,74,108,15,
Napa County ,9/28/20,111,99,18,12,
Nevada County ,9/28/20,56,,,,
Orange County,9/28/20,692,563,78,78,
Placer County,9/28/20,83,58,12,12,
Plumas County,9/28/20,,,,,
Riverside County,9/28/20,325,325,15,15,
Sacramento County,9/28/20,529,405,63,63,
San Benito County,9/28/20,,,,,
San Bernardino County,9/28/20,427,427,20,,20
San Diego County,9/28/20,1327,136,44,44,
San Francisco,9/28/20,2732,1995,91,91,
San Joaquin County,9/28/20,73,70,,,
San Luis Obispo County,9/28/20,155,,14,14,
San Mateo County,9/28/20,172,172,,,
Santa Barbara County,9/28/20,112,68,,,
Santa Clara County,9/28/20,837,580,105,12,
Santa Cruz County,9/28/20,241,150,35,,12
Shasta County,9/28/20,90,82,,,
Sierra County,9/28/20,,,,,
Siskiyou County,9/28/20,,,,,
Solano County,9/28/20,127,113,,,
Sonoma County,9/28/20,94,78,24,24,
Stanislaus County,9/28/20,126,80,,,
Sutter County,9/28/20,,,,,
Tehama County,9/28/20,,,,,
Trinity County,9/28/20,,,,,
Tulare County,9/28/20,108,72,,,
Tuolumne County,9/28/20,21,21,,,
Ventura County,9/28/20,341,144,,,
Yolo County,9/28/20,156,131,,,
Yuba County,9/28/20,,,,,
Wilton Rancheria Tribe,9/28/20,,,,,
Bishop Paiute Tribal Council,9/28/20,,,,,
Alameda County,9/29/20,973,781,91,91,
Alpine County,9/29/20,,,,,
Amador County,9/29/20,,,,,
Butte County,9/29/20,115,115,,,
Calaveras County,9/29/20,29,,,,
Colusa County,9/29/20,,,,,
Contra Costa County,9/29/20,550,493,,,
Del Norte County,9/29/20,29,29,,,
El Dorado County,9/29/20,46,43,,,
Fresno County,9/29/20,365,346,28,28,
Glenn County,9/29/20,,,,,
Humboldt County,9/29/20,74,45,15,,
Imperial County,9/29/20,136,30,80,79,
Inyo County,9/29/20,,,,,
Kern County,9/29/20,,,15,15,
Kings County,9/29/20,64,58,,,
Lake County,9/29/20,,,,,
Lassen County,9/29/20,,,,,
Los Angeles County,9/29/20,4651,3646,651,651,
Madera County ,9/29/20,23,,,,
Marin County ,9/29/20,128,89,44,,
Mariposa County,9/29/20,,,,,
Mendocino County,9/29/20,99,,,,
Merced County,9/29/20,75,23,,,
Modoc County,9/29/20,,,,,
Mono County,9/29/20,,,,,
Monterey County,9/29/20,115,74,108,15,
Napa County ,9/29/20,111,99,18,12,
Nevada County ,9/29/20,56,,,,
Orange County,9/29/20,692,570,78,78,
Placer County,9/29/20,83,58,12,12,
Plumas County,9/29/20,,,,,
Riverside County,9/29/20,324,324,15,15,
Sacramento County,9/29/20,529,405,63,63,
San Benito County,9/29/20,,,,,
San Bernardino County,9/29/20,427,427,20,,20
San Diego County,9/29/20,1327,138,44,44,
San Francisco,9/29/20,2731,1998,91,91,
San Joaquin County,9/29/20,73,70,,,
San Luis Obispo County,9/29/20,155,,14,14,
San Mateo County,9/29/20,171,171,,,
Santa Barbara County,9/29/20,112,62,,,
Santa Clara County,9/29/20,837,580,105,12,
Santa Cruz County,9/29/20,241,149,35,,12
Shasta County,9/29/20,90,82,,,
Sierra County,9/29/20,,,,,
Siskiyou County,9/29/20,11,11,,,
Solano County,9/29/20,127,111,,,
Sonoma County,9/29/20,94,78,24,24,
Stanislaus County,9/29/20,124,77,,,
Sutter County,9/29/20,,,,,
Tehama County,9/29/20,,,,,
Trinity County,9/29/20,,,,,
Tulare County,9/29/20,108,72,,,
Tuolumne County,9/29/20,21,21,,,
Ventura County,9/29/20,341,144,,,
Yolo County,9/29/20,156,131,,,
Yuba County,9/29/20,,,,,
Wilton Rancheria Tribe,9/29/20,,,,,
Bishop Paiute Tribal Council,9/29/20,,,,,
Alameda County,9/30/20,973,781,91,91,
Alpine County,9/30/20,,,,,
Amador County,9/30/20,,,,,
Butte County,9/30/20,115,115,,,
Calaveras County,9/30/20,29,,,,
Colusa County,9/30/20,,,,,
Contra Costa County,9/30/20,550,491,,,
Del Norte County,9/30/20,29,29,,,
El Dorado County,9/30/20,46,43,,,
Fresno County,9/30/20,365,346,28,28,
Glenn County,9/30/20,,,,,
Humboldt County,9/30/20,74,45,15,,
Imperial County,9/30/20,136,30,80,79,
Inyo County,9/30/20,,,,,
Kern County,9/30/20,,,15,15,
Kings County,9/30/20,64,58,,,
Lake County,9/30/20,,,,,
Lassen County,9/30/20,,,,,
Los Angeles County,9/30/20,4651,3649,651,651,
Madera County ,9/30/20,23,,,,
Marin County ,9/30/20,128,89,44,,
Mariposa County,9/30/20,,,,,
Mendocino County,9/30/20,99,,,,
Merced County,9/30/20,75,23,,,
Modoc County,9/30/20,,,,,
Mono County,9/30/20,,,,,
Monterey County,9/30/20,115,74,108,15,
Napa County ,9/30/20,111,99,18,12,
Nevada County ,9/30/20,56,,,,
Orange County,9/30/20,692,568,78,78,
Placer County,9/30/20,83,57,12,12,
Plumas County,9/30/20,,,,,
Riverside County,9/30/20,323,323,15,15,
Sacramento County,9/30/20,529,405,63,63,
San Benito County,9/30/20,,,,,
San Bernardino County,9/30/20,427,427,20,,20
San Diego County,9/30/20,1327,140,44,44,
San Francisco,9/30/20,2731,1953,91,91,
San Joaquin County,9/30/20,73,70,,,
San Luis Obispo County,9/30/20,155,,14,14,
San Mateo County,9/30/20,172,172,,,
Santa Barbara County,9/30/20,112,62,,,
Santa Clara County,9/30/20,837,579,105,12,
Santa Cruz County,9/30/20,241,150,35,,12
Shasta County,9/30/20,90,82,,,
Sierra County,9/30/20,,,,,
Siskiyou County,9/30/20,11,11,,,
Solano County,9/30/20,127,111,,,
Sonoma County,9/30/20,94,78,24,24,
Stanislaus County,9/30/20,124,77,,,
Sutter County,9/30/20,,,,,
Tehama County,9/30/20,,,,,
Trinity County,9/30/20,,,,,
Tulare County,9/30/20,108,72,,,
Tuolumne County,9/30/20,21,21,,,
Ventura County,9/30/20,341,144,,,
Yolo County,9/30/20,156,133,,,
Yuba County,9/30/20,,,,,
Wilton Rancheria Tribe,9/30/20,,,,,
Bishop Paiute Tribal Council,9/30/20,,,,,
Alameda County,10/1/20,973,791,91,91,
Alpine County,10/1/20,,,,,
Amador County,10/1/20,,,,,
Butte County,10/1/20,113,113,,,
Calaveras County,10/1/20,29,,,,
Colusa County,10/1/20,,,,,
Contra Costa County,10/1/20,550,491,,,
Del Norte County,10/1/20,29,29,,,
El Dorado County,10/1/20,46,43,,,
Fresno County,10/1/20,365,346,28,28,
Glenn County,10/1/20,,,,,
Humboldt County,10/1/20,74,45,15,,
Imperial County,10/1/20,136,30,80,79,
Inyo County,10/1/20,,,,,
Kern County,10/1/20,,,15,15,
Kings County,10/1/20,64,58,,,
Lake County,10/1/20,,,,,
Lassen County,10/1/20,,,,,
Los Angeles County,10/1/20,4651,3627,651,651,
Madera County ,10/1/20,23,,,,
Marin County ,10/1/20,128,86,44,,
Mariposa County,10/1/20,,,,,
Mendocino County,10/1/20,99,,,,
Merced County,10/1/20,75,25,,,
Modoc County,10/1/20,,,,,
Mono County,10/1/20,,,,,
Monterey County,10/1/20,115,74,108,15,
Napa County ,10/1/20,111,99,18,12,
Nevada County ,10/1/20,56,,,,
Orange County,10/1/20,692,568,78,78,
Placer County,10/1/20,83,57,12,12,
Plumas County,10/1/20,,,,,
Riverside County,10/1/20,321,321,15,15,
Sacramento County,10/1/20,529,405,63,63,
San Benito County,10/1/20,,,,,
San Bernardino County,10/1/20,427,427,20,,20
San Diego County,10/1/20,1327,136,44,44,
San Francisco,10/1/20,2731,1953,91,91,
San Joaquin County,10/1/20,73,69,,,
San Luis Obispo County,10/1/20,155,,14,14,
San Mateo County,10/1/20,172,172,,,
Santa Barbara County,10/1/20,112,61,,,
Santa Clara County,10/1/20,837,580,105,12,
Santa Cruz County,10/1/20,241,152,35,,12
Shasta County,10/1/20,90,82,,,
Sierra County,10/1/20,,,,,
Siskiyou County,10/1/20,11,11,,,
Solano County,10/1/20,127,114,,,
Sonoma County,10/1/20,94,78,24,24,
Stanislaus County,10/1/20,124,77,,,
Sutter County,10/1/20,,,,,
Tehama County,10/1/20,,,,,
Trinity County,10/1/20,,,,,
Tulare County,10/1/20,108,75,,,
Tuolumne County,10/1/20,21,21,,,
Ventura County,10/1/20,341,144,,,
Yolo County,10/1/20,156,134,,,
Yuba County,10/1/20,,,,,
Wilton Rancheria Tribe,10/1/20,,,,,
Bishop Paiute Tribal Council,10/1/20,,,,,
Alameda County,10/2/20,973,788,91,91,
Alpine County,10/2/20,,,,,
Amador County,10/2/20,,,,,
Butte County,10/2/20,113,113,,,
Calaveras County,10/2/20,29,,,,
Colusa County,10/2/20,,,,,
Contra Costa County,10/2/20,549,486,,,
Del Norte County,10/2/20,29,29,,,
El Dorado County,10/2/20,46,43,,,
Fresno County,10/2/20,365,346,28,28,
Glenn County,10/2/20,,,,,
Humboldt County,10/2/20,74,45,15,,
Imperial County,10/2/20,136,29,80,79,
Inyo County,10/2/20,,,,,
Kern County,10/2/20,,,15,15,
Kings County,10/2/20,64,58,,,
Lake County,10/2/20,,,,,
Lassen County,10/2/20,,,,,
Los Angeles County,10/2/20,4651,3557,651,651,
Madera County ,10/2/20,23,,,,
Marin County ,10/2/20,128,85,44,,
Mariposa County,10/2/20,,,,,
Mendocino County,10/2/20,25,,,,
Merced County,10/2/20,75,25,,,
Modoc County,10/2/20,,,,,
Mono County,10/2/20,,,,,
Monterey County,10/2/20,115,74,108,15,
Napa County ,10/2/20,111,99,18,12,
Nevada County ,10/2/20,56,,,,
Orange County,10/2/20,692,568,78,78,
Placer County,10/2/20,68,53,12,12,
Plumas County,10/2/20,,,,,
Riverside County,10/2/20,321,321,15,15,
Sacramento County,10/2/20,529,405,63,63,
San Benito County,10/2/20,,,,,
San Bernardino County,10/2/20,427,427,20,,20
San Diego County,10/2/20,1327,135,44,44,
San Francisco,10/2/20,2731,2005,91,91,
San Joaquin County,10/2/20,73,69,,,
San Luis Obispo County,10/2/20,155,,14,14,
San Mateo County,10/2/20,173,173,,,
Santa Barbara County,10/2/20,112,61,,,
Santa Clara County,10/2/20,837,585,105,12,
Santa Cruz County,10/2/20,241,152,35,,12
Shasta County,10/2/20,90,85,,,
Sierra County,10/2/20,,,,,
Siskiyou County,10/2/20,11,11,,,
Solano County,10/2/20,127,116,,,
Sonoma County,10/2/20,94,78,24,24,
Stanislaus County,10/2/20,124,75,,,
Sutter County,10/2/20,,,,,
Tehama County,10/2/20,,,,,
Trinity County,10/2/20,,,,,
Tulare County,10/2/20,118,77,,,
Tuolumne County,10/2/20,21,21,,,
Ventura County,10/2/20,341,144,,,
Yolo County,10/2/20,156,137,,,
Yuba County,10/2/20,,,,,
Wilton Rancheria Tribe,10/2/20,,,,,
Bishop Paiute Tribal Council,10/2/20,,,,,
Alameda County,10/5/20,973,797,91,91,
Alpine County,10/5/20,,,,,
Amador County,10/5/20,,,,,
Butte County,10/5/20,108,108,,,
Calaveras County,10/5/20,29,,,,
Colusa County,10/5/20,,,,,
Contra Costa County,10/5/20,549,480,,,
Del Norte County,10/5/20,29,29,,,
El Dorado County,10/5/20,46,43,,,
Fresno County,10/5/20,365,346,28,28,
Glenn County,10/5/20,,,,,
Humboldt County,10/5/20,74,45,15,,
Imperial County,10/5/20,136,29,80,79,
Inyo County,10/5/20,,,,,
Kern County,10/5/20,,,15,15,
Kings County,10/5/20,64,58,,,
Lake County,10/5/20,,,,,
Lassen County,10/5/20,,,,,
Los Angeles County,10/5/20,4696,3597,651,651,
Madera County ,10/5/20,23,,,,
Marin County ,10/5/20,128,75,44,,
